V1,V2,V3,V4,V5,species,Sample1,Sample2
Met8696_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8690_spades_refinement_out_metawrap_50_10_bins_bin.15.fa,98.2284,363,680,Corynebacterium massiliense,Met8696,Met8690
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met8672_megahit_refinement_out_metawrap_50_10_bins_bin.9.fa,99.6315,611,721,Corynebacterium massiliense,Met8701,Met8672
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,99.3742,699,721,Corynebacterium massiliense,Met8701,Met8702
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met8684_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,99.3656,667,721,Corynebacterium massiliense,Met8701,Met8684
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met5768_refinement_out_metawrap_50_10_bins_bin.1.fa,99.2679,681,721,Corynebacterium massiliense,Met8701,Met5768
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met8658_spades_refinement_out_metawrap_50_10_bins_bin.10.fa,99.072,675,721,Corynebacterium massiliense,Met8701,Met8658
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met8696_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,98.8602,651,721,Corynebacterium massiliense,Met8701,Met8696
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met5688_refinement_out_metawrap_50_10_bins_bin.9.fa,98.8018,667,721,Corynebacterium massiliense,Met8701,Met5688
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met8643_megahit_refinement_out_metawrap_50_10_bins_bin.12.fa,98.4107,677,721,Corynebacterium massiliense,Met8701,Met8643
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met5725_refinement_out_metawrap_50_10_bins_bin.7.fa,98.2554,677,721,Corynebacterium massiliense,Met8701,Met5725
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met5784_refinement_out_metawrap_50_10_bins_bin.3.fa,98.165,651,721,Corynebacterium massiliense,Met8701,Met5784
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,98.1532,659,721,Corynebacterium massiliense,Met8701,Met8719
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,98.1434,645,721,Corynebacterium massiliense,Met8701,Met8714
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met8690_spades_refinement_out_metawrap_50_10_bins_bin.15.fa,98.1225,369,721,Corynebacterium massiliense,Met8701,Met8690
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met8631_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,98.1108,650,721,Corynebacterium massiliense,Met8701,Met8631
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,98.0714,675,721,Corynebacterium massiliense,Met8701,Met8724
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met5808_refinement_out_metawrap_50_10_bins_bin.5.fa,98.0609,670,721,Corynebacterium massiliense,Met8701,Met5808
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met5790_refinement_out_metawrap_50_10_bins_bin.5.fa,98.027,680,721,Corynebacterium massiliense,Met8701,Met5790
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met8574_spades_refinement_out_metawrap_50_10_bins_bin.4.fa,98.017,627,721,Corynebacterium massiliense,Met8701,Met8574
Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,Met5757_refinement_out_metawrap_50_10_bins_bin.1.fa,97.9635,652,721,Corynebacterium massiliense,Met8701,Met5757
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met8684_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,99.9718,669,728,Corynebacterium massiliense,Met8702,Met8684
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met5768_refinement_out_metawrap_50_10_bins_bin.1.fa,99.3317,683,728,Corynebacterium massiliense,Met8702,Met5768
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,99.3313,696,728,Corynebacterium massiliense,Met8702,Met8701
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met8672_megahit_refinement_out_metawrap_50_10_bins_bin.9.fa,99.3135,609,728,Corynebacterium massiliense,Met8702,Met8672
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met8658_spades_refinement_out_metawrap_50_10_bins_bin.10.fa,99.1016,672,728,Corynebacterium massiliense,Met8702,Met8658
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met8696_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,98.9157,652,728,Corynebacterium massiliense,Met8702,Met8696
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met5688_refinement_out_metawrap_50_10_bins_bin.9.fa,98.6913,669,728,Corynebacterium massiliense,Met8702,Met5688
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met8643_megahit_refinement_out_metawrap_50_10_bins_bin.12.fa,98.4345,687,728,Corynebacterium massiliense,Met8702,Met8643
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,98.3706,657,728,Corynebacterium massiliense,Met8702,Met8719
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met5725_refinement_out_metawrap_50_10_bins_bin.7.fa,98.3224,684,728,Corynebacterium massiliense,Met8702,Met5725
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met5784_refinement_out_metawrap_50_10_bins_bin.3.fa,98.2342,653,728,Corynebacterium massiliense,Met8702,Met5784
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met8631_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,98.2046,643,728,Corynebacterium massiliense,Met8702,Met8631
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met5790_refinement_out_metawrap_50_10_bins_bin.5.fa,98.1904,666,728,Corynebacterium massiliense,Met8702,Met5790
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,98.1885,647,728,Corynebacterium massiliense,Met8702,Met8714
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,98.1872,662,728,Corynebacterium massiliense,Met8702,Met8724
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met5808_refinement_out_metawrap_50_10_bins_bin.5.fa,98.1292,669,728,Corynebacterium massiliense,Met8702,Met5808
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met8574_spades_refinement_out_metawrap_50_10_bins_bin.4.fa,98.0949,630,728,Corynebacterium massiliense,Met8702,Met8574
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met8690_spades_refinement_out_metawrap_50_10_bins_bin.15.fa,98.0498,369,728,Corynebacterium massiliense,Met8702,Met8690
Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,Met5757_refinement_out_metawrap_50_10_bins_bin.1.fa,98.0481,654,728,Corynebacterium massiliense,Met8702,Met5757
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,99.9845,665,673,Corynebacterium massiliense,Met8714,Met8724
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met5790_refinement_out_metawrap_50_10_bins_bin.5.fa,99.9519,664,673,Corynebacterium massiliense,Met8714,Met5790
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met5808_refinement_out_metawrap_50_10_bins_bin.5.fa,99.9348,662,673,Corynebacterium massiliense,Met8714,Met5808
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met8574_spades_refinement_out_metawrap_50_10_bins_bin.4.fa,99.9081,624,673,Corynebacterium massiliense,Met8714,Met8574
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met5757_refinement_out_metawrap_50_10_bins_bin.1.fa,99.7654,642,673,Corynebacterium massiliense,Met8714,Met5757
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met8631_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,99.4909,636,673,Corynebacterium massiliense,Met8714,Met8631
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met5688_refinement_out_metawrap_50_10_bins_bin.9.fa,99.3362,651,673,Corynebacterium massiliense,Met8714,Met5688
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met5725_refinement_out_metawrap_50_10_bins_bin.7.fa,99.2038,656,673,Corynebacterium massiliense,Met8714,Met5725
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,99.194,637,673,Corynebacterium massiliense,Met8714,Met8719
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met8643_megahit_refinement_out_metawrap_50_10_bins_bin.12.fa,99.1072,661,673,Corynebacterium massiliense,Met8714,Met8643
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met8690_spades_refinement_out_metawrap_50_10_bins_bin.15.fa,99.1013,363,673,Corynebacterium massiliense,Met8714,Met8690
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met5784_refinement_out_metawrap_50_10_bins_bin.3.fa,99.0927,636,673,Corynebacterium massiliense,Met8714,Met5784
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met5768_refinement_out_metawrap_50_10_bins_bin.1.fa,98.2192,642,673,Corynebacterium massiliense,Met8714,Met5768
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,98.1882,657,673,Corynebacterium massiliense,Met8714,Met8702
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met8658_spades_refinement_out_metawrap_50_10_bins_bin.10.fa,98.1738,636,673,Corynebacterium massiliense,Met8714,Met8658
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met8684_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,98.1275,636,673,Corynebacterium massiliense,Met8714,Met8684
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met8696_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,98.1067,628,673,Corynebacterium massiliense,Met8714,Met8696
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,98.1006,653,673,Corynebacterium massiliense,Met8714,Met8701
Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,Met8672_megahit_refinement_out_metawrap_50_10_bins_bin.9.fa,98.0225,572,673,Corynebacterium massiliense,Met8714,Met8672
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5725_refinement_out_metawrap_50_10_bins_bin.7.fa,99.9938,675,694,Corynebacterium massiliense,Met8719,Met5725
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5784_refinement_out_metawrap_50_10_bins_bin.3.fa,99.959,647,694,Corynebacterium massiliense,Met8719,Met5784
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8643_megahit_refinement_out_metawrap_50_10_bins_bin.12.fa,99.6128,666,694,Corynebacterium massiliense,Met8719,Met8643
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5808_refinement_out_metawrap_50_10_bins_bin.5.fa,99.3224,664,694,Corynebacterium massiliense,Met8719,Met5808
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8574_spades_refinement_out_metawrap_50_10_bins_bin.4.fa,99.2967,623,694,Corynebacterium massiliense,Met8719,Met8574
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5790_refinement_out_metawrap_50_10_bins_bin.5.fa,99.2919,667,694,Corynebacterium massiliense,Met8719,Met5790
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5757_refinement_out_metawrap_50_10_bins_bin.1.fa,99.2639,648,694,Corynebacterium massiliense,Met8719,Met5757
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,99.2593,660,694,Corynebacterium massiliense,Met8719,Met8724
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,99.2536,637,694,Corynebacterium massiliense,Met8719,Met8714
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8631_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,99.1832,635,694,Corynebacterium massiliense,Met8719,Met8631
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5688_refinement_out_metawrap_50_10_bins_bin.9.fa,98.8738,645,694,Corynebacterium massiliense,Met8719,Met5688
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8690_spades_refinement_out_metawrap_50_10_bins_bin.15.fa,98.8111,363,694,Corynebacterium massiliense,Met8719,Met8690
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8684_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,98.389,636,694,Corynebacterium massiliense,Met8719,Met8684
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,98.3881,665,694,Corynebacterium massiliense,Met8719,Met8702
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met5768_refinement_out_metawrap_50_10_bins_bin.1.fa,98.3598,643,694,Corynebacterium massiliense,Met8719,Met5768
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8696_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,98.3507,639,694,Corynebacterium massiliense,Met8719,Met8696
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8658_spades_refinement_out_metawrap_50_10_bins_bin.10.fa,98.3304,642,694,Corynebacterium massiliense,Met8719,Met8658
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,98.2683,664,694,Corynebacterium massiliense,Met8719,Met8701
Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,Met8672_megahit_refinement_out_metawrap_50_10_bins_bin.9.fa,98.1592,582,694,Corynebacterium massiliense,Met8719,Met8672
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5790_refinement_out_metawrap_50_10_bins_bin.5.fa,99.9891,689,699,Corynebacterium massiliense,Met8724,Met5790
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5808_refinement_out_metawrap_50_10_bins_bin.5.fa,99.9757,683,699,Corynebacterium massiliense,Met8724,Met5808
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8574_spades_refinement_out_metawrap_50_10_bins_bin.4.fa,99.9283,639,699,Corynebacterium massiliense,Met8724,Met8574
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8714_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,99.9212,663,699,Corynebacterium massiliense,Met8724,Met8714
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5757_refinement_out_metawrap_50_10_bins_bin.1.fa,99.875,665,699,Corynebacterium massiliense,Met8724,Met5757
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8631_spades_refinement_out_metawrap_50_10_bins_bin.5.fa,99.5251,658,699,Corynebacterium massiliense,Met8724,Met8631
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5725_refinement_out_metawrap_50_10_bins_bin.7.fa,99.3406,674,699,Corynebacterium massiliense,Met8724,Met5725
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5688_refinement_out_metawrap_50_10_bins_bin.9.fa,99.2775,667,699,Corynebacterium massiliense,Met8724,Met5688
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5784_refinement_out_metawrap_50_10_bins_bin.3.fa,99.2409,643,699,Corynebacterium massiliense,Met8724,Met5784
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8719_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,99.2397,653,699,Corynebacterium massiliense,Met8724,Met8719
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8643_megahit_refinement_out_metawrap_50_10_bins_bin.12.fa,99.1255,677,699,Corynebacterium massiliense,Met8724,Met8643
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8690_spades_refinement_out_metawrap_50_10_bins_bin.15.fa,99.117,371,699,Corynebacterium massiliense,Met8724,Met8690
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met5768_refinement_out_metawrap_50_10_bins_bin.1.fa,98.2073,659,699,Corynebacterium massiliense,Met8724,Met5768
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8702_Megahit_refinement_outMetawrap_50_10_bins_bin.2.fa,98.1821,672,699,Corynebacterium massiliense,Met8724,Met8702
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8696_spades_refinement_out_metawrap_50_10_bins_bin.3.fa,98.1713,641,699,Corynebacterium massiliense,Met8724,Met8696
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8701_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,98.1278,677,699,Corynebacterium massiliense,Met8724,Met8701
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8684_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,98.1039,649,699,Corynebacterium massiliense,Met8724,Met8684
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8672_megahit_refinement_out_metawrap_50_10_bins_bin.9.fa,98.0302,586,699,Corynebacterium massiliense,Met8724,Met8672
Met8724_spades_refinement_out_metawrap_50_10_bins_bin.2.fa,Met8658_spades_refinement_out_metawrap_50_10_bins_bin.10.fa,97.9966,652,699,Corynebacterium massiliense,Met8724,Met8658
Met4849_bins_refined_metawrap_50_10_bins_bin.9.spades.fa,Met4856_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,98.7977,599,666,Brevibacterium ravenspurgense,Met4849,Met4856
Met4849_bins_refined_metawrap_50_10_bins_bin.9.spades.fa,Met8612_spades_refinement_out_metawrap_50_10_bins_bin.4.fa,98.6722,553,666,Brevibacterium ravenspurgense,Met4849,Met8612
Met4849_bins_refined_metawrap_50_10_bins_bin.9.spades.fa,Met5737_refinement_out_metawrap_50_10_bins_bin.38.fa,98.6533,566,666,Brevibacterium ravenspurgense,Met4849,Met5737
Met4849_bins_refined_metawrap_50_10_bins_bin.9.spades.fa,Met5657_refinement_out_metawrap_50_10_bins_bin.11.fa,98.3433,419,666,Brevibacterium ravenspurgense,Met4849,Met5657
Met4849_bins_refined_metawrap_50_10_bins_bin.9.spades.fa,Met8688_spades_refinement_out_metawrap_50_10_bins_bin.25.fa,98.1226,242,666,Brevibacterium ravenspurgense,Met4849,Met8688
Met4849_bins_refined_metawrap_50_10_bins_bin.9.spades.fa,Met8580_spades_refinement_out_metawrap_50_10_bins_bin.8.fa,97.8847,607,666,Brevibacterium ravenspurgense,Met4849,Met8580
Met4849_bins_refined_metawrap_50_10_bins_bin.9.spades.fa,Met5803_refinement_out_metawrap_50_10_bins_bin.5.fa,97.8845,595,666,Brevibacterium ravenspurgense,Met4849,Met5803
Met4849_bins_refined_metawrap_50_10_bins_bin.9.spades.fa,Met8650_spades_refinement_out_metawrap_50_10_bins_bin.8.fa,97.79,622,666,Brevibacterium ravenspurgense,Met4849,Met8650
Met4849_bins_refined_metawrap_50_10_bins_bin.9.spades.fa,Met8721_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,97.7644,523,666,Brevibacterium ravenspurgense,Met4849,Met8721
Met4849_bins_refined_metawrap_50_10_bins_bin.9.spades.fa,Met8594_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,97.7614,619,666,Brevibacterium ravenspurgense,Met4849,Met8594
Met4849_bins_refined_metawrap_50_10_bins_bin.9.spades.fa,Met5782_refinement_out_metawrap_50_10_bins_bin.10.fa,97.7144,605,666,Brevibacterium ravenspurgense,Met4849,Met5782
Met4849_bins_refined_metawrap_50_10_bins_bin.9.spades.fa,Met5688_refinement_out_metawrap_50_10_bins_bin.12.fa,97.6386,480,666,Brevibacterium ravenspurgense,Met4849,Met5688
Met4849_bins_refined_metawrap_50_10_bins_bin.9.spades.fa,Met5725_refinement_out_metawrap_50_10_bins_bin.1.fa,97.4879,537,666,Brevibacterium ravenspurgense,Met4849,Met5725
Met4856_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,Met5737_refinement_out_metawrap_50_10_bins_bin.38.fa,99.7125,586,685,Brevibacterium ravenspurgense,Met4856,Met5737
Met4856_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,Met5657_refinement_out_metawrap_50_10_bins_bin.11.fa,98.9646,431,685,Brevibacterium ravenspurgense,Met4856,Met5657
Met4856_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,Met4849_bins_refined_metawrap_50_10_bins_bin.9.spades.fa,98.7845,588,685,Brevibacterium ravenspurgense,Met4856,Met4849
Met4856_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,Met8612_spades_refinement_out_metawrap_50_10_bins_bin.4.fa,98.7371,554,685,Brevibacterium ravenspurgense,Met4856,Met8612
Met4856_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,Met8688_spades_refinement_out_metawrap_50_10_bins_bin.25.fa,98.2607,245,685,Brevibacterium ravenspurgense,Met4856,Met8688
Met4856_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,Met8580_spades_refinement_out_metawrap_50_10_bins_bin.8.fa,97.9776,619,685,Brevibacterium ravenspurgense,Met4856,Met8580
Met4856_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,Met5782_refinement_out_metawrap_50_10_bins_bin.10.fa,97.9439,622,685,Brevibacterium ravenspurgense,Met4856,Met5782
Met4856_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,Met5688_refinement_out_metawrap_50_10_bins_bin.12.fa,97.9301,471,685,Brevibacterium ravenspurgense,Met4856,Met5688
Met4856_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,Met5725_refinement_out_metawrap_50_10_bins_bin.1.fa,97.898,531,685,Brevibacterium ravenspurgense,Met4856,Met5725
Met4856_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,Met8594_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,97.8649,623,685,Brevibacterium ravenspurgense,Met4856,Met8594
Met4856_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,Met8650_spades_refinement_out_metawrap_50_10_bins_bin.8.fa,97.8559,625,685,Brevibacterium ravenspurgense,Met4856,Met8650
Met4856_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,Met5803_refinement_out_metawrap_50_10_bins_bin.5.fa,97.7582,586,685,Brevibacterium ravenspurgense,Met4856,Met5803
Met4856_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,Met8721_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,97.6246,522,685,Brevibacterium ravenspurgense,Met4856,Met8721
Met5657_refinement_out_metawrap_50_10_bins_bin.11.fa,Met4856_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,99.2685,435,490,Brevibacterium ravenspurgense,Met5657,Met4856
Met5657_refinement_out_metawrap_50_10_bins_bin.11.fa,Met5737_refinement_out_metawrap_50_10_bins_bin.38.fa,98.8817,419,490,Brevibacterium ravenspurgense,Met5657,Met5737
Met5657_refinement_out_metawrap_50_10_bins_bin.11.fa,Met8612_spades_refinement_out_metawrap_50_10_bins_bin.4.fa,98.7618,394,490,Brevibacterium ravenspurgense,Met5657,Met8612
Met5657_refinement_out_metawrap_50_10_bins_bin.11.fa,Met4849_bins_refined_metawrap_50_10_bins_bin.9.spades.fa,98.6253,420,490,Brevibacterium ravenspurgense,Met5657,Met4849
Met5657_refinement_out_metawrap_50_10_bins_bin.11.fa,Met5782_refinement_out_metawrap_50_10_bins_bin.10.fa,98.3814,440,490,Brevibacterium ravenspurgense,Met5657,Met5782
Met5657_refinement_out_metawrap_50_10_bins_bin.11.fa,Met8580_spades_refinement_out_metawrap_50_10_bins_bin.8.fa,98.2864,436,490,Brevibacterium ravenspurgense,Met5657,Met8580
Met5657_refinement_out_metawrap_50_10_bins_bin.11.fa,Met8594_spades_refinement_out_metawrap_50_10_bins_bin.1.fa,98.104,451,490,Brevibacterium ravenspurgense,Met5657,Met8594
Met5657_refinement_out_metawrap_50_10_bins_bin.11.fa,Met5688_refinement_out_metawrap_50_10_bins_bin.12.fa,97.9687,353,490,Brevibacterium ravenspurgense,Met5657,Met5688
Met5657_refinement_out_metawrap_50_10_bins_bin.11.fa,Met5803_refinement_out_metawrap_50_10_bins_bin.5.fa,97.9384,423,490,Brevibacterium ravenspurgense,Met5657,Met5803
Met5657_refinement_out_metawrap_50_10_bins_bin.11.fa,Met8688_spades_refinement_out_metawrap_50_10_bins_bin.25.fa,97.9269,193,490,Brevibacterium ravenspurgense,Met5657,Met8688
Met5657_refinement_out_metawrap_50_10_bins_bin.11.fa,Met8650_spades_refinement_out_metawrap_50_10_bins_bin.8.fa,97.9216,443,490,Brevibacterium ravenspurgense,Met5657,Met8650
Met5657_refinement_out_metawrap_50_10_bins_bin.11.fa,Met8721_spades_refinement_out_metawrap_50_10_bins_bin.6.fa,97.616,383,490,Brevibacterium ravenspurgense,Met5657,Met8721
Met5657_refinement_out_metawrap_50_10_bins_bin.11.fa,Met5725_refinement_out_metawrap_50_10_bins_bin.1.fa,97.555,391,490,Brevibacterium ravenspurgense,Met5657,Met5725
Met5688_refinement_out_metawrap_50_10_bins_bin.12.fa,Met5725_refinement_out_metawrap_50_10_bins_bin.1.fa,99.5471,496,598,Brevibacterium ravenspurgense,Met5688,Met5725
Met5688_refinement_out_metawrap_50_10_bins_bin.12.fa,Met4856_bins_refined_metawrap_50_10_bins_bin.2.spades.fa,98.0277,475,598,Brevibacterium ravenspurgense,Met5688,Met4856
Met5688_refinement_out_metawrap_50_10_bins_bin.12.fa,Met8650_spades_refinement_out_metawrap_50_10_bins_bin.8.fa,98.0032,538,598,Brevibacterium ravenspurgense,Met5688,Met8650
Met5688_refinement_out_metawrap_50_10_bins_bin.12.fa,Met5803_refinement_out_metawrap_50_10_bins_bin.5.fa,97.9304,484,598,Brevibacterium ravenspurgense,Met5688,Met5803
Met5688_refinement_out_metawrap_50_10_bins_bin.12.fa,Met5737_refinement_out_metawrap_50_10_bins_bin.38.fa,97.9294,460,598,Brevibacterium ravenspurgense,Met5688,Met5737
Met5688_refinement_out_metawrap_50_10_bins_bin.12.fa,Met4849_bins_refined_metawrap_50_10_bins_bin.9.spades.fa,97.745,477,598,Brevibacterium ravenspurgense,Met5688,Met4849
